Target,CS,AmountTypes,AmountNA,HighestRF,LowestRF,VarianceRF,AverageDistanceT-A,HighestDistanceT-A,LowestDistanceT-A,VarianceDistanceT-A,AverageDistanceA-A,HighestDistanceA-A,LowestDistanceA-A,VarianceDistanceA-A,VariancePOS
safe,3.41,137,8,0.1061643835616438,0.0034246575342465,0.08404812011651726,0.6279322033898306,1.087,0.29,0.09240002962540948,0.7520735911922353,1.075760683760684,0.5722991452991455,0.06961701144420594,2589.34
specific,2.18,120,25,0.0836363636363636,0.0036363636363636,0.0391529476584022,0.5549428571428572,1.023,0.164,0.06087789586702606,0.6942128205128204,1.0405384615384614,0.5142115384615384,0.03568015635975055,1872.27
brilliant,2.07,93,4,0.152027027027027,0.0033783783783783,0.045593993423017336,0.5901395348837208,1.182,0.241,0.05711333787757284,0.7647879616963064,1.1116117647058823,0.6000235294117647,0.028733519457725062,3665.39
main,2.41,117,11,0.1141868512110726,0.0034602076124567,0.04905761371996088,0.5472427184466019,1.248,0.253,0.05709751008215086,0.6839685893774986,1.089401960784314,0.5142254901960784,0.038854134433092755,2877.43
stupid,1.75,106,18,0.1985815602836879,0.0035460992907801,0.028794165724253626,0.6072500000000001,1.118,0.164,0.05482957195017182,0.7976495614035087,1.061957894736842,0.6496947368421052,0.017236037910514895,2751.51
happy,2.56,109,6,0.1122448979591836,0.0034013605442176,0.059390846443642356,0.5664059405940595,1.078,0.217,0.07491369064259366,0.754541642399534,1.029910891089109,0.5664059405940594,0.03847742056029228,2424.18
available,2.11,122,32,0.1082089552238805,0.003731343283582,0.036165790634811644,0.5747941176470588,1.01,0.319,0.046490173234342284,0.6728212450028555,1.0321372549019607,0.4991764705882353,0.03283746643948915,1791.66
similar,2.46,91,17,0.215547703180212,0.0035335689045936,0.06598015809359055,0.5728414634146342,1.123,0.186,0.09086575903614456,0.7373453778982234,1.044432098765432,0.5389629629629631,0.04879045538268478,1317.66
usual,1.9,74,14,0.1223776223776223,0.0034965034965034,0.0479514464241737,0.5273076923076924,1.117,0.263,0.05510849627039627,0.6953495192307693,1.034625,0.5485156250000001,0.0330941869985158,4185.29
local,3.04,127,14,0.0565371024734982,0.0035335689045936,0.07192718118686466,0.5837747747747747,1.357,0.278,0.0953722997908623,0.7292489762489762,1.1944909090909088,0.5731999999999999,0.06409880001060979,2045.11
wide,3.06,107,11,0.0761245674740484,0.0034602076124567,0.08636663493335338,0.5794699999999999,1.023,0.231,0.08868724910891089,0.7203448484848485,1.0844343434343433,0.5656262626262626,0.06421470993483187,2955.38
uncertain,1.88,133,27,0.1575091575091575,0.0036630036630036,0.026372845907115073,0.6094462809917355,1.151,0.251,0.03841602174502099,0.716871349862259,0.9993583333333332,0.5411750000000001,0.020489008492111875,1770.0
delicate,2.3,122,18,0.1560283687943262,0.0035460992907801,0.042988896287971395,0.6938534482758622,1.061,0.354,0.04451922826407309,0.8018734632683658,1.0086,0.6494956521739133,0.0246615717827151,2740.46
dumb,2.36,114,9,0.2152777777777778,0.0034722222222222,0.04853541576322381,0.6886930693069307,1.131,0.164,0.05926096408464375,0.82471900990099,1.1149,0.6806999999999997,0.029507222676606475,2165.79
urgent,2.36,112,8,0.0958904109589041,0.0034246575342465,0.049125763773418304,0.6843333333333333,1.212,0.346,0.05561372264150943,0.7358078754578754,1.0851057692307693,0.5556826923076923,0.037110121492002796,1588.32
constant,2.04,154,17,0.0848056537102473,0.0035335689045936,0.02675434438508483,0.6536879432624113,1.133,0.267,0.0350322067725502,0.7866939209726445,1.127735714285714,0.6130357142857142,0.020283173154030568,1586.22
furry,3.96,110,8,0.1267123287671233,0.0034246575342465,0.14088311462830133,0.7379117647058823,1.131,0.363,0.1292204913382829,0.8032110269850514,1.0258712871287128,0.6587623762376239,0.1032828401830237,2913.82
hungry,2.9,121,14,0.1923076923076923,0.0034965034965034,0.06891693448614308,0.6987272727272728,1.06,0.236,0.06699926699426699,0.795421184320267,1.0426788990825688,0.6594036697247706,0.046344820215044075,2388.99
naive,1.85,111,17,0.1166077738515901,0.0035335689045936,0.030501355788881628,0.663319587628866,1.127,0.237,0.05459323711340207,0.7998131706290763,1.1401546391752575,0.6388350515463918,0.020184862609537193,3904.71
foreign,2.5,115,12,0.0798611111111111,0.0034722222222222,0.053677161708497616,0.6743979591836735,1.212,0.319,0.07130840218511647,0.7330997264885336,1.1070824742268042,0.5872164948453609,0.03991118058322954,3263.33
vital,1.93,79,12,0.1473684210526315,0.0035087719298245,0.04650274416957896,0.6270694444444445,1.037,0.159,0.061268576484018275,0.7150201674277016,1.0150972222222223,0.5445,0.030693842290921054,2684.0
unhappy,2.04,106,24,0.2681159420289855,0.0036231884057971,0.03926417588077409,0.66672,1.195,0.208,0.059547138613861385,0.7996325252525253,1.1031414141414142,0.6396565656565656,0.023220300033356872,2182.68
sticky,3.59,119,11,0.0865051903114186,0.0034602076124567,0.10701967340297547,0.7077757009345794,1.054,0.392,0.10128415749394254,0.8313771821548228,1.015254716981132,0.7234622641509434,0.07522825947552007,2772.44
smart,1.75,120,4,0.1655405405405405,0.0033783783783783,0.02538976899196494,0.6250727272727273,1.15,0.245,0.036138656674856676,0.7542265221017515,1.1116697247706422,0.5724770642201836,0.016621619070703943,2900.1
existential,1.73,160,49,0.0756972111553784,0.0039840637450199,0.01851402105073557,0.7772074074074075,1.057,0.315,0.03004138382352941,0.7481430624654505,1.0724850746268657,0.5820746268656716,0.018664837734602764,1921.56
shiny,3.33,131,10,0.0620689655172413,0.0034482758620689,0.08370398454276176,0.6637398373983739,1.14,0.246,0.08975423367427221,0.7877592962814873,1.1101803278688522,0.6462786885245901,0.05807915975245721,2778.49
central,2.71,128,23,0.1624548736462094,0.003610108303249,0.0568581451805716,0.6080672268907563,1.204,0.279,0.06561700140056023,0.7333476712718986,1.136957627118644,0.5747627118644066,0.04372418782965068,3330.01
rough,3.83,117,25,0.0836363636363636,0.0036363636363636,0.12391521454918993,0.6368771929824562,1.032,0.354,0.10914668756674296,0.7957177456916629,1.0895486725663717,0.6412123893805309,0.08583886375251275,2725.16
significant,1.67,119,15,0.2175438596491228,0.0035087719298245,0.023577212206212124,0.5267433628318584,1.139,0.112,0.04849833690420743,0.6730793299620734,1.0925625,0.4834374999999999,0.022123697315101516,3413.34
unable,1.77,124,37,0.1064638783269961,0.0038022813688212,0.024972349810259028,0.6219310344827585,1.165,0.158,0.057843795755968166,0.7694859070464767,1.0602434782608696,0.5911652173913045,0.018474032854520348,1646.46
dishonest,1.89,119,21,0.1684587813620071,0.003584229390681,0.029838138877202713,0.7197699115044248,1.101,0.275,0.04525624654556745,0.8019494310998736,1.0969464285714283,0.6543928571428571,0.01610610214230662,1979.07
friendly,2.32,110,16,0.1373239436619718,0.0035211267605633,0.04837622866775813,0.6691881188118812,1.231,0.376,0.054102671714230235,0.7687920792079206,1.0481200000000002,0.58952,0.031787621916831675,2600.04
crazy,2.37,141,19,0.1032028469750889,0.0035587188612099,0.039439335811482734,0.6298849557522124,1.166,0.214,0.06941472977798478,0.8069652338811629,1.094125,0.6291249999999999,0.030292943903666204,1818.99
sufficient,1.9,104,40,0.2961538461538461,0.0038461538461538,0.034881878969157065,0.6035842696629213,1.06,0.139,0.05568059538077404,0.6878935137895813,1.042159090909091,0.5067159090909091,0.026927842726228057,1216.18
discrete,2.41,140,22,0.1043165467625899,0.0035971223021582,0.041095521721303506,0.8383615384615383,1.135,0.354,0.04353995490311216,0.824742397137746,1.0393100775193798,0.6685658914728683,0.025784686278543655,2075.96
suitable,1.93,108,39,0.0852713178294573,0.003875968992248,0.03400231165985423,0.6412604166666668,1.113,0.293,0.0424897087628866,0.7508714912280702,1.0844631578947368,0.5768631578947369,0.023128973990204763,1966.71
dual,3.07,109,24,0.2246376811594203,0.0036231884057971,0.08570686119445262,0.7517864077669903,1.141,0.508,0.07298500373412994,0.8208006853226727,1.1223823529411765,0.6626176470588235,0.05948989535822237,1435.82
cruel,2.11,132,15,0.1824561403508772,0.0035087719298245,0.033523035792564874,0.6267982456140351,1.004,0.203,0.047905336384439355,0.751393882937432,1.0201238938053097,0.5866725663716814,0.0217046968526643,1817.34
pregnant,4.59,108,7,0.1945392491467577,0.0034129692832764,0.19301775138045021,0.6633191489361702,1.079,0.254,0.19731244188129898,0.7613719972546328,1.0708064516129032,0.6085376344086021,0.1637378057189712,4069.66
lucky,1.76,130,18,0.0507246376811594,0.0036231884057971,0.02351772133710689,0.6554374999999999,1.0,0.226,0.03611197234513274,0.7925783462033463,1.027891891891892,0.6162342342342343,0.016238280249057786,1810.62
uncomfortable,2.07,149,20,0.0892857142857142,0.0035714285714285,0.02847401716659818,0.6450071942446044,0.994,0.186,0.04091879979445015,0.8022990303409447,1.0120869565217392,0.6417101449275362,0.016894225363430562,2062.93
hesitant,1.88,120,31,0.0557620817843866,0.0037174721189591,0.0290726889661695,0.6757614678899083,1.032,0.201,0.042441162301918266,0.7628997621474686,0.993037037037037,0.6158425925925926,0.020555254981889346,1806.9
meticulous,1.9,128,31,0.1301115241635687,0.0037174721189591,0.027930998909805046,0.7373418803418804,1.103,0.237,0.038025149717514126,0.7877326849395815,1.0045258620689657,0.6389051724137932,0.01665560534904175,2255.57
conscious,2.03,94,22,0.1636363636363636,0.0036363636363636,0.04345511980231923,0.6293170731707317,0.977,0.349,0.04019754775198354,0.7270340258958146,1.1374691358024691,0.542962962962963,0.030817999007841722,2411.57
eager,1.93,122,21,0.1218637992831541,0.003584229390681,0.03027714076327819,0.6203392857142856,1.172,0.201,0.0552141556573957,0.7473346203346203,1.0519189189189189,0.5700270270270269,0.022739156198378987,1825.88
angry,2.53,113,13,0.181184668989547,0.0034843205574912,0.05611563146344778,0.6395233644859813,1.177,0.186,0.07115314875389407,0.7900886968788574,1.0472924528301888,0.6518773584905659,0.03440556664748661,1942.46
horrid,2.14,127,15,0.1017543859649122,0.0035087719298245,0.03575432300641263,0.7673675213675213,1.159,0.278,0.05953222222222222,0.7754560860595343,1.130706896551724,0.5974482758620691,0.025278934524021763,3138.49
sensitive,2.21,129,17,0.0671378091872791,0.0035335689045936,0.03742073822128994,0.701136,1.139,0.411,0.03935565155555555,0.7700369032258065,1.0183629032258064,0.5834435483870968,0.022939058886213108,2392.32
romantic,1.93,127,6,0.1666666666666666,0.0034013605442176,0.029118830481182113,0.6480625,1.031,0.188,0.03956347566371681,0.7619443371943372,1.018198198198198,0.5764864864864864,0.018064223358724495,4060.99
elderly,3.68,112,12,0.2465277777777778,0.0034722222222222,0.11981062054205494,0.6960673076923077,1.211,0.325,0.12208879065934067,0.8100393950709484,1.140106796116505,0.6517572815533981,0.0870870217503661,2267.11
satisfied,2.07,102,16,0.1725352112676056,0.0035211267605633,0.04171025011241345,0.7014731182795698,1.166,0.16,0.059593106497369014,0.7727753623188405,1.010108695652174,0.5830652173913043,0.026799476698058048,1884.23
unexpected,2.23,122,38,0.2175572519083969,0.0038167938931297,0.04053860941803183,0.6122363636363637,1.054,0.203,0.05102917297297298,0.7354989157631361,1.0197064220183485,0.5626422018348625,0.029029340253555927,1877.11
tall,3.36,100,14,0.1166077738515901,0.0035335689045936,0.11137508452539616,0.6602967032967033,0.937,0.344,0.09795588091256568,0.7525247863247864,1.0053666666666667,0.5761666666666667,0.08238589430193531,2852.28
inexpensive,2.22,97,33,0.3220973782771535,0.0037453183520599,0.050900600387590346,0.6889268292682926,1.119,0.176,0.060879870996179856,0.7843944595001506,1.009234567901235,0.6341481481481482,0.03197943151678166,2103.12
rapid,3.07,88,13,0.2359154929577464,0.0035211267605633,0.10606814466623939,0.687126582278481,1.166,0.345,0.10535230870253165,0.7743661392405063,1.0253670886075947,0.6154303797468355,0.07452918329747922,1733.12
sharp,3.86,91,12,0.2105263157894736,0.0035087719298245,0.1615844912257173,0.6502588235294118,1.111,0.336,0.14309471682626537,0.7568198879551821,1.0174642857142857,0.6087857142857143,0.11825244981798923,2959.29
random,2.0,190,29,0.029520295202952,0.003690036900369,0.020849420072924403,0.7274137931034482,1.097,0.452,0.024210619047619043,0.7896990897614776,1.1133410404624278,0.6237398843930635,0.018118573781009145,1845.83
peculiar,1.95,84,19,0.1886120996441281,0.0035587188612099,0.04514163253731223,0.661974025974026,1.119,0.289,0.06218952580752581,0.7847874231032126,1.110184210526316,0.6307763157894738,0.028193222140624842,5013.21
different,1.97,127,8,0.0830449826989619,0.0034602076124567,0.030241811290113448,0.5470172413793103,1.021,0.189,0.05538475198938992,0.7063281859070464,1.0117391304347827,0.5242347826086957,0.02507084780904977,3459.57
exclusive,2.11,153,24,0.0476190476190476,0.0036630036630036,0.028788785217432052,0.7126715328467154,1.109,0.425,0.03759592933460277,0.7887459209961357,1.0838676470588235,0.6132205882352941,0.021844131737359242,1177.43
loyal,1.69,105,9,0.1615120274914089,0.0034364261168384,0.027075241778104664,0.7156464646464646,1.07,0.4,0.028020058484848488,0.7648963100391674,1.0495306122448982,0.596969387755102,0.015010316815215884,3757.12
lazy,2.67,149,12,0.0631578947368421,0.0035087719298245,0.047360405630230064,0.7177936507936508,1.15,0.355,0.04965263117110361,0.8318753015873015,1.054136,0.689048,0.03180375020937583,1448.67
rigid,3.46,114,15,0.1508771929824561,0.0035087719298245,0.1038733306804018,0.7152830188679246,1.127,0.254,0.09455589190618938,0.8051238095238095,1.091514285714286,0.6261142857142856,0.07334308138637481,2614.06
rural,2.67,110,7,0.1501706484641638,0.0034129692832764,0.06414993923725415,0.6913333333333335,1.207,0.255,0.07398284407216495,0.7842910087719298,1.1704,0.6412842105263157,0.047556802329392404,4298.46
